CO_CODE,CO_NAME,F&O,[ISIN No,Current Live Rating,Current Live Restricted,As per new Rules,As per new Rules - Restricted,New Rules Rating (ex Symbol),New Rules Rating (ex Symbol) Restricted,New Rules Rating (ex ADTO),New Rules Rating (ex ADTO) Restricted,"New Rules Rating (ex Symbol, ex ADTO)",New Rules - Quick Rating,Poor_Reasons_Count,Percent_Funding,BSE_VAR_pct,NSE_VAR_pct,ANGEL_VAR_pct,Poor_Reasons,New Rules Restricted Reason,Mcap,[Total Shareholders Funds (Latest)],Revenue- Latest FY,6M Median ADTO in Rs crs,PET Check,F-Score,Promoter Pledge%,Impact Cost,BSE Series,NSE Series,Nifty 500,Aug 2025_ADTO in Rs crs,Sep 2025_ADTO in Rs crs,Oct 2025_ADTO in Rs crs,Poor_Alz_Manual,Poor_Alz_Manual_Comments,Poor_to_Avg_Manual,Good_BC_to_Avg_Manual,Manual_Rating,Rating v1 (as per rules),Latest_3M_ADTO_above_thresh,All Conditions Met (Except Size) + 50% of Average Size Criteria Met,Meeting Size Criteria_Poor,Size Exception for Poor to Average,"All Conditions of Good Met (Except ""Good"" Size)",Size Criteria_Average,Size Exception for Average to Good,ADTO_Wipsaw_Upgrade,Rating v2 (V1 wo adj for whipsaw),Rating v2 (V1 adj for whipsaw),MTF_VAR_pct,As per old Rules,As per old Rules - Restricted
18295,Tata Technolog.,F&O,INE142M01025,Average,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.074143383,13.31,13.39,30,,,28077.29,3579.42,5168.45,84.018318,PET Good,F-Check Passed,0,0.03,A,EQ,Nifty 500,49.4213704,74.0947244,51.8887364,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,35,Bluechip,
18341,Sona BLW Precis.,F&O,INE073K01018,Good,-,Good,,Good,,Good,,Good,Good,0,0.18704603,17.13,17.14,17.14,,,29391.86,5494.77,3546.02,145.996457,PET Good,F-Check Passed,0,0.04,A,EQ,Nifty 500,255.3256988,131.4324236,160.5604904,,,,,Good,Good,3,,,,,,,,Good,Good,24.14,Bluechip,
18488,Torrent Power,F&O,INE813H01021,Good,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.104819345,17.49,17.47,17.49,,,66293.55,17615.31,29207.73,81.5055282,PET Good,F-Check Passed,0,0.05,A,EQ,Nifty 500,72.5418404,83.3653184,79.645738,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,24.51,Bluechip,
18844,Info Edg.(India),F&O,INE663F01032,Good,-,Good,,Good,,Good,,Good,Good,0,0.080522483,16.92,16.12,16.92,,,89433.41,34903.06,2849.55,184.0329694,PET Good,F-Check Passed,0,0.04,A,EQ,Nifty 500,283.908792,166.8259768,135.1088916,,,,,Good,Good,3,,,,,,,,Good,Good,23.15,Bluechip,
19299,Alkem Lab,F&O,INE540L01014,Bluechip,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.029349211,12.5,12.5,12.5,,,65844.45,11984.87,12964.52,82.701297,PET Good,F-Check Passed,0,0.04,A,EQ,Nifty 500,107.242324,98.7713376,66.6312564,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,19.5,Bluechip,
19939,Titagarh Rail,F&O,INE615H01020,Average,-,Good,,Good,,Good,,Good,Good,0,0.0971957,21.71,21.73,30,,,11912.57,2482.98,3867.75,150.7966544,PET Good,F-Check Passed,0.06,0.04,A,EQ,Nifty 500,174.8541536,120.5361576,74.277752,,,,,Good,Good,3,,,,,,,,Good,Good,35,Bluechip,
20099,Petronet LNG,F&O,INE347G01014,Bluechip,-,Good,,Good,,Good,,Good,Bluechip,0,0.119225111,14.18,14.12,14.18,,,42195,19877.53,50982.03,68.3697682,,F-Check Passed,0,0.04,A,EQ,Nifty 500,49.3738336,58.2948584,75.677904,,,,,Good,Good,3,,,,,,,,Good,Good,21.14,Bluechip,
20139,C D S L,F&O,INE736A01011,Good,-,Poor,,Poor,,Poor,,Poor,Good,0,1.039337654,18.77,18.82,18.82,,,33172.48,1760.34,1082.21,441.0962816,PET Good,F-Check Passed,0,,,EQ,Nifty 500,376.8601344,251.991808,305.5699968,,,,,Poor,Poor,3,No,3,,,,,,Poor,Poor,25.84,Good,
20149,SBI Cards,F&O,INE018E01016,Good,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.094471321,13.43,13.43,13.43,,,83564.9,13781.72,18073.95,102.7567589,PET Good,F-Check Passed,0,0.04,A,EQ,Nifty 500,63.3714476,91.2659026,114.2476152,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,20.45,Bluechip,
20287,Jindal Steel,F&O,INE749A01030,Bluechip,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.051924486,15.42,15.42,15.42,,,108812.8,47184.88,50128.66,168.7732484,PET Good,F-Check Passed,11.19,0.04,A,EQ,Nifty 500,191.6998456,131.7991996,187.6318564,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,22.45,Bluechip,
20600,Glenmark Pharma.,F&O,INE935A01035,Bluechip,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.04449072,16.01,16.01,16.01,,,53345.83,8849.44,13321.74,155.8798686,PET Good,F-Check Passed,0,0.04,A,EQ,Nifty 500,159.4172144,152.3425228,115.3225752,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,23.05,Bluechip,
20703,Indraprastha Gas,F&O,INE203G01027,Bluechip,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.084149388,17.4,17.4,17.4,,,29673.03,10615.77,14927.8,76.5271946,PET Good,F-Check Passed,0,0.04,A,EQ,Nifty 500,50.6961626,38.4144452,69.2247942,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,24.44,Bluechip,
20712,Jio Financial,F&O,INE758E01017,Good,-,Good,,Good,,Good,,Good,Good,0,1.431488277,15.15,15.16,15.16,,,194918.76,123496.52,2043.29,511.6937264,PET Good,F-Check Passed,0,0.02,A,EQ,Nifty 500,501.7517088,347.3431312,321.2155952,,,,,Good,Good,3,,,,,,,,Good,Good,22.18,Bluechip,
20883,Zydus Lifesci.,F&O,INE010B01027,Bluechip,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.123239428,13.04,13.06,13.06,,,98057.5,23953.1,23241.5,99.0321456,PET Good,F-Check Passed,0,0.03,A,EQ,Nifty 500,104.9285128,108.1914328,79.0830234,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,20.07,Bluechip,
21188,Divi's Lab.,F&O,INE361B01024,Bluechip,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.05925057,13.96,13.97,13.97,,,179089.09,14969,9360,278.8215472,PET Good,F-Check Passed,0,0.03,A,EQ,Nifty 500,295.6081992,227.6400428,332.08452,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,20.98,Bluechip,
21236,BSE,F&O,INE118H01025,Good,-,Poor,,Poor,,Poor,,Poor,Good,0,1.771753419,25.67,25.06,25.67,,,100824.42,4423.73,3212.04,1228.903885,PET Good,F-Check Passed,0,,,EQ,Nifty 500,1150.852915,956.3611136,1172.001178,,,,,Poor,Poor,3,No,3,,,,,,Poor,Poor,32.1,Bluechip,
21272,HDFC AMC,F&O,INE127D01025,Good,-,Good,,Good,,Good,,Good,Good,0,0.106771951,15.02,15.11,15.11,,,115102.79,8129.99,4051.45,264.6359474,PET Good,F-Check Passed,0,0.03,A,EQ,Nifty 500,263.9626836,164.3775244,325.3531832,,,,,Good,Good,3,,,,,,,,Good,Good,22.14,Bluechip,
21281,Adani Ports,F&O,INE742F01042,Average,-,Average,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.061434623,16.32,16.33,30,,,313533.37,62584.77,30475.33,354.4690968,PET Good,F-Check Passed,0,0.03,A,EQ,Nifty 500,360.8237376,348.114456,337.8837616,,,,Downgraded_to_Average,Average,Bluechip,3,,,,,,,,Bluechip,Bluechip,35,Bluechip,
21960,Godrej Consumer,F&O,INE102D01028,Bluechip,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.100639903,13.15,13.13,13.15,,,114413.56,12003.92,15763.67,168.6631602,PET Good,F-Check Passed,0.79,0.03,A,EQ,Nifty 500,179.4531348,186.7613172,175.2007208,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,20.15,Bluechip,
21997,HDFC Life Insur.,F&O,INE795G01014,Good,-,Good,Restricted,Good,,Good,,Good,Bluechip,0,0.128315928,12.5,12.5,12.5,,,157782.4,16154.62,92921.74,224.0134958,,F-Check Passed,0,0.02,A,EQ,Nifty 500,172.6035892,227.1772836,241.0840976,,,,,Good,Good,3,,,,,,,,Good,Good,19.5,Poor,
22005,ICICI Pru Life,F&O,INE726G01019,Bluechip,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.077950522,12.59,12.59,12.59,,,85571.18,11933.78,70778.14,75.70685335,PET Good,F-Check Passed,0,0.04,A,EQ,Nifty 500,55.1078958,80.0622448,94.0624884,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,19.59,Bluechip,
22045,SBI Life Insuran,F&O,INE123W01016,Good,-,Good,,Good,,Good,,Good,Bluechip,0,0.015131979,12.5,12.5,12.5,,,195976.98,16985.35,116888.43,185.1281096,,F-Check Passed,0,0.03,A,EQ,Nifty 500,155.7661688,199.3357696,204.6291488,,,,,Good,Good,3,,,,,,,,Good,Good,19.5,Bluechip,
22664,ICICI Lombard,F&O,INE765G01017,Bluechip,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.030549806,13.26,13.29,13.29,,,99304.01,14485.17,23960.92,127.5330074,PET Good,F-Check Passed,0,0.04,A,EQ,Nifty 500,86.4188491,126.8394432,166.2540424,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,20.3,Bluechip,
22865,Max Healthcare,F&O,INE027H01010,Average,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.009414002,17.1,17.09,30,,,111588.44,9380.87,7028.46,276.9743278,PET Good,F-Check Passed,0,0.04,A,EQ,Nifty 500,259.063146,590.361948,336.381504,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,35,Bluechip,
23039,GMR Airports,F&O,INE776C01039,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,2,,15.54,15.54,100,"Shareholders Fund , PET Check",,99138.23,-2490.95,10414.24,100.2219813,,F-Check Passed,16.61,0.04,A,EQ,Nifty 500,85.4005042,154.8404768,93.5846358,,,,,Poor,Poor,3,No,2,,,,,,Poor,Poor,0,Poor,
23040,Vodafone Idea,F&O,INE669E01016,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,1,2.98882E-05,27.31,27.32,100,Shareholders Fund,,94583.47,-70320.2,43571.3,442.6264176,PET Good,F-Check Passed,0,0.07,A,EQ,Nifty 500,433.4100704,823.6930112,1031.152096,,,,,Poor,Poor,3,No,2,,,,,,Poor,Poor,0,Poor,
23296,IIFL Finance,F&O,INE530B01024,Average,-,Poor,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.028937734,21.21,21.14,30,,,22730.21,12412.19,10234.06,92.8774384,PET Good,F-Check Passed,0,0.06,A,EQ,Nifty 500,80.7314184,43.1891806,105.0234584,Downgraded_to_Poor,IIFL sec barred from onboarding new clients for next 3 yrs,,,Poor,Bluechip,3,,,,,,,,Bluechip,Bluechip,35,Bluechip,
23401,I R C T C,F&O,INE335Y01020,Good,-,Good,,Good,,Good,,Good,Good,0,0.309924852,13.39,13.4,13.4,,,57540,3663.36,4674.77,58.4551492,PET Good,F-Check Passed,0,0.03,A,EQ,Nifty 500,59.9458424,55.642506,56.964456,,,,,Good,Good,3,,,,,,,,Good,Good,20.4,Bluechip,
24049,Fortis Health.,F&O,INE061F01013,Good,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.060618456,15.72,15.72,15.72,,,77269.97,8916.52,8110.62,149.6929135,PET Good,F-Check Passed,0,0.04,A,EQ,Nifty 500,222.7818132,142.926622,275.1663888,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,22.71,Bluechip,
24608,Varun Beverages,F&O,INE200M01039,Bluechip,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.677100268,16.76,16.79,16.79,,,158852.01,16609.83,20007.65,389.1715424,PET Good,F-Check Passed,0.04,0.03,A,EQ,Nifty 500,333.0967712,311.4421968,345.455232,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,23.74,Bluechip,
24769,Muthoot Finance,F&O,INE414G01012,Good,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.0633546,15.29,15.28,15.29,,,127339.78,29366.62,20214.17,194.6997002,PET Good,F-Check Passed,0,0.05,A,EQ,Nifty 500,239.2323152,162.1274524,183.0769588,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,22.31,Bluechip,
24951,UltraTech Cem.,F&O,INE481G01011,Bluechip,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.181116585,12.5,12.5,12.5,,,352047.31,70706.77,75955.13,312.0739348,PET Good,F-Check Passed,0,0.03,A,EQ,Nifty 500,332.1567424,307.4396744,282.5171832,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,19.5,Bluechip,
24978,Coforge,F&O,INE591G01025,Bluechip,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.228247244,18.65,17.77,18.65,,,59581.71,6379.2,12050.7,336.4804868,PET Good,F-Check Passed,0,0.03,A,EQ,Nifty 500,311.7517192,315.8535608,301.482344,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,24.79,Bluechip,
25267,Yes Bank,F&O,INE528G01035,Average,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.342900952,17.39,17.39,30,,,71346.37,47832.41,30918.81,289.6387856,PET Good,F-Check Passed,0,0.04,A,EQ,Nifty 500,150.8942224,216.738224,362.5393472,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,35,Bluechip,
25386,Solar Industries,F&O,INE343H01029,Good,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.272558803,16.88,16.88,16.88,,,125678.02,4399.64,7540.26,206.4574224,PET Good,F-Check Passed,1.52,0.04,A,EQ,Nifty 500,201.2593112,180.4318848,121.1339476,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,23.91,Bluechip,
25746,Multi Comm. Exc.,F&O,INE745G01035,Average,-,Good,,Good,,Good,,Good,Good,0,0.057268186,19.33,19.32,30,,,47166.86,1884.4,1112.66,441.3008528,PET Good,F-Check Passed,0,0.04,A,EQ,Nifty 500,415.9893216,388.6360192,607.556656,,,,,Good,Good,3,,,,,,,,Good,Good,35,Good,
25767,Syngene Intl.,F&O,INE398R01022,Good,-,Good,,Good,,Good,,Good,Good,0,0.038910909,14.38,14.38,14.38,,,26203.15,4726.8,3642.4,52.2490705,PET Good,F-Check Passed,0,0.04,A,EQ,Nifty 500,52.8343529,45.0609077,41.4570676,,,,,Good,Good,3,,,,,,,,Good,Good,21.41,Bluechip,
26603,Polycab India,F&O,INE455K01017,Good,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.123887675,17.1,17.11,17.11,,,115988.87,9825.03,22408.31,216.7509008,PET Good,F-Check Passed,0,0.03,A,EQ,Nifty 500,190.93758,184.2268536,214.1349416,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,24.12,Bluechip,
26648,Nuvama Wealth,F&O,INE531F01015,Average,-,Poor,,Poor,,Poor,,Poor,Good,1,0.026025049,35,21.02,35,Promoter Pledge%,,25603.27,3490.14,4162.3,107.8717394,PET Good,F-Check Passed,62.8,0.05,A,EQ,Nifty 500,106.4411596,85.785398,116.1748676,,,,,Poor,Poor,3,No,3,,,,,,Poor,Poor,35,Bluechip,
26721,Rail Vikas,F&O,INE415G01027,Good,-,Good,,Good,,Good,,Good,Bluechip,0,1.014766978,22.6,22.59,22.6,,,68565.89,9570.71,19923.02,217.057636,,F-Check Passed,0,0.03,A,EQ,Nifty 500,152.3185552,281.7967168,132.8865768,,,,,Good,Good,3,,,,,,,,Good,Good,29.64,Bluechip,
27323,JSW Energy,F&O,INE121E01018,Good,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.17539501,18.42,18.43,18.43,,,92247.22,27361.43,11745.39,177.2057176,PET Good,F-Check Passed,11.6,0.04,A,EQ,Nifty 500,182.6991752,115.694426,142.868048,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,25.44,Bluechip,
27655,Astral,F&O,INE006I01046,Bluechip,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.217283275,14.22,14.26,14.26,,,38927.86,3617,5832.4,105.878917,PET Good,F-Check Passed,0,0.04,A,EQ,Nifty 500,183.248156,88.606552,74.4942486,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,21.28,Bluechip,
28074,Bajaj Auto,F&O,INE917I01010,Bluechip,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.239659005,13.33,13.33,13.33,,,248368.92,35188.74,50994.55,352.5305724,PET Good,F-Check Passed,0.01,0.02,A,EQ,Nifty 500,368.9493752,386.9555024,322.3833904,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,20.35,Bluechip,
28075,Bajaj Finserv,F&O,INE918I01026,Bluechip,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.220155583,12.64,12.65,12.65,,,333655.36,72395.31,133822.12,232.6440484,PET Good,F-Check Passed,0.01,0.03,A,EQ,Nifty 500,210.2086304,232.4990416,175.7457456,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,19.66,Bluechip,
33159,Interglobe Aviat,F&O,INE646L01027,Average,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.033408675,14.17,14.16,30,,,217367.34,9368.2,80802.9,757.8291864,PET Good,F-Check Passed,0,0.02,A,EQ,Nifty 500,1058.82631,765.371456,363.0284924,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,35,Bluechip,
34695,AU Small Finance,F&O,INE949L01017,Good,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.023156554,15.83,15.89,15.89,,,65530.12,17166.29,16063.73,219.9623296,PET Good,F-Check Passed,0,0.04,A,EQ,Nifty 500,196.6488952,216.6367632,284.7501648,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,22.92,Bluechip,
35713,Lodha Developers,F&O,INE670K01029,Good,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.193716157,19.34,19.24,19.34,,,119570.78,20196,13779.5,186.1304676,PET Good,F-Check Passed,0,0.03,A,EQ,Nifty 500,140.4065952,128.7370468,187.468616,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,26.25,Bluechip,
35727,Dixon Technolog.,F&O,INE935N01020,Good,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.650895361,18.53,18.53,18.53,,,93778.63,3019.02,38860.1,610.958752,PET Good,F-Check Passed,0,0.03,A,EQ,Nifty 500,486.1309408,402.0037392,447.4018704,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,25.56,Bluechip,
36229,Sammaan Capital,F&O,INE148I01020,Average,-,Average,,Good,,Good,,Good,Bluechip,0,0.142174318,23.28,23.16,30,,,15643.63,21822.45,8675.63,193.181476,,F-Check Passed,0,0.06,A,EQ,Nifty 500,154.5370312,439.5731808,556.6859552,,,,Downgraded_to_Average,Average,Good,3,,,,,,,,Good,Good,35,Average,
38025,Oberoi Realty,F&O,INE093I01010,Good,-,Poor,,Poor,,Poor,,Poor,Bluechip,1,0.05014689,16.28,16.27,16.28,Promoter Pledge%,,64690.29,15704.86,5286.27,111.92972,PET Good,F-Check Passed,75.33,0.04,A,EQ,Nifty 500,68.6759331,93.315396,106.141684,,,,,Poor,Poor,3,No,3,,,,,,Poor,Poor,23.28,Bluechip,
38220,PG Electroplast,F&O,INE457L01029,Average,-,Good,,Good,,Good,,Good,Good,0,0.086687511,27.69,27.43,30,,,16233.5,2828.21,4869.53,195.9975924,PET Good,F-Check Passed,0,0.06,A,EQ,Nifty 500,567.8195936,191.1148328,200.880352,,,,,Good,Good,3,,,,,,,,Good,Good,35,Good,
38451,Mankind Pharma,F&O,INE634S01028,Good,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.11475323,14.74,14.74,14.74,,,98333.52,14332.39,12207.44,89.711234,PET Good,F-Check Passed,0,0.05,A,EQ,Nifty 500,146.4122544,90.1388836,77.1214054,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,21.7,Bluechip,
38941,Angel One,F&O,INE732I01013,Good,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.117654795,21.93,21.95,21.95,,,22608.93,5621.39,5239.22,291.3181528,PET Good,F-Check Passed,0,0.03,A,EQ,Nifty 500,248.9156128,198.611388,256.8817024,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,0,Bluechip,
40147,One 97,F&O,INE982J01020,Average,-,Average,,Poor,,Poor,,Poor,Bluechip,2,0.01845454,22.19,22.19,30,"PET Check , F-Score",,83250.17,15026.7,6900.4,583.1212352,,,0,0.03,A,EQ,Nifty 500,1027.970253,387.9121008,397.6083856,,,Upgraded_to_Average,,Average,Poor,3,No,3,,,,,,Poor,Poor,29.24,Good,
40279,Indus Towers,F&O,INE121J01017,Bluechip,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.19146287,16.89,16.89,16.89,,,98028.33,32498.3,30122.8,278.808697,PET Good,F-Check Passed,0,0.04,A,EQ,Nifty 500,283.137062,372.4093632,274.480332,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,23.92,Bluechip,
40903,Aditya Birla Cap,F&O,INE674K01013,Good,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.069275048,16.86,16.86,16.86,,,84861.24,30388.72,40632.23,160.8891284,PET Good,F-Check Passed,0,0.04,A,EQ,Nifty 500,177.2486648,144.529592,228.4196768,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,23.89,Bluechip,
40942,Avenue Super.,F&O,INE192R01011,Bluechip,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.336700116,14.15,14.15,14.15,,,270210.4,21427.75,59358.05,249.959029,PET Good,F-Check Passed,0,0.04,A,EQ,Nifty 500,355.447192,200.923862,179.0481856,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,21.18,Bluechip,
40963,Tube Investments,F&O,INE974X01010,Good,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.078470292,17.6,17.59,17.6,,,58465.39,5535.73,19464.65,108.8812956,PET Good,F-Check Passed,0.01,0.03,A,EQ,Nifty 500,118.9049302,126.9323248,77.9608308,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,24.62,Bluechip,
41147,L&T Finance Ltd,F&O,INE498L01015,Bluechip,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.202994681,15.91,15.9,15.91,,,67644.41,25564.06,15924.24,167.80968,PET Good,F-Check Passed,0,0.05,A,EQ,Nifty 500,141.2690996,146.1158528,192.0243592,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,22.93,Bluechip,
41343,PB Fintech.,F&O,INE417T01026,Average,-,Good,,Good,,Good,,Good,Good,0,0.009164123,19.81,19.82,30,,,82464.8,6432.28,4977.21,249.2388906,,F-Check Passed,0,0.03,A,EQ,Nifty 500,219.5051224,229.5151228,328.9211584,,,,,Good,Good,3,,,,,,,,Good,Good,35,Good,
42402,Kalyan Jewellers,F&O,INE303R01014,Good,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.440458191,20.75,20.75,20.75,,,52649.86,4803.58,25045.07,237.0365024,PET Good,F-Check Passed,24.89,0.03,A,EQ,Nifty 500,400.038744,245.3399296,163.8877248,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,27.79,Bluechip,
43989,Inox Wind,F&O,INE066P01011,Average,-,Good,,Good,,Good,,Good,Good,0,0.162744747,22.99,22.56,30,,,26804.97,5046.75,3557.15,118.6301408,,F-Check Passed,0,0.05,A,EQ,Nifty 500,124.6494924,82.793654,108.6562164,,,,,Good,Good,3,,,,,,,,Good,Good,35,Average,
45955,Laurus Labs,F&O,INE947Q01028,Good,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.14832636,17.02,17.02,17.02,,,51526.29,4472.56,5553.96,164.7650892,PET Good,F-Check Passed,2.69,0.05,A,EQ,Nifty 500,172.7130264,156.817152,243.4638224,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,24.04,Bluechip,
45967,Amber Enterp.,F&O,INE371P01015,Good,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.135917765,21.77,21.77,21.77,,,28221.26,2285.79,9973.02,281.3941192,PET Good,F-Check Passed,0,0.03,A,EQ,Nifty 500,316.7434224,312.2246512,179.6323336,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,28.81,Bluechip,
47716,Cams Services,F&O,INE596I01012,Good,-,Good,,Good,,Good,,Good,Good,0,0.290267102,17.59,17.6,17.6,,,19497.53,1118.55,1422.48,167.7552072,PET Good,F-Check Passed,0,0.03,A,EQ,Nifty 500,169.7433472,105.5839704,165.7670672,,,,,Good,Good,3,,,,,,,,Good,Good,24.64,Good,
54759,IDFC First Bank,F&O,INE092T01019,Bluechip,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.493325405,14.85,14.84,14.85,,,66658.55,38155.78,36501.64,209.978804,PET Good,F-Check Passed,0,0.03,A,EQ,Nifty 500,114.4515624,130.6957728,280.1277456,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,21.76,Bluechip,
65733,Crompton Gr. Con,F&O,INE299U01018,Good,-,Bluechip,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,0.234139678,14.09,14.07,14.09,,,18209.91,3390.13,7863.55,75.6001963,PET Good,F-Check Passed,0,0.05,A,EQ,Nifty 500,72.3002846,78.900108,99.293772,,,,,Bluechip,Bluechip,3,,,,,,,,Bluechip,Bluechip,21.08,Bluechip,
66008,360 ONE,F&O,INE466L01038,Good,-,Poor,,Poor,,Poor,,Poor,Good,1,0.017461138,18.78,18.86,18.86,Promoter Pledge%,,43793.49,7065.12,3683.87,90.8986873,PET Good,F-Check Passed,89.62,0.06,A,EQ,Nifty 500,82.376837,78.4528936,99.4205376,,,,,Poor,Poor,3,No,3,,,,,,Poor,Poor,25.81,Bluechip,
66273,Adani Energy Sol,F&O,INE931S01010,Poor,-,Poor,,Bluechip,,Bluechip,,Bluechip,Bluechip,0,,22.36,22.39,100,,,118452.47,22068.2,23767.09,221.172444,PET Good,F-Check Passed,0.79,0.04,A,EQ,Nifty 500,235.7704704,228.578272,166.909984,Downgraded_to_Poor,,,,Poor,Bluechip,3,,,,,,,,Bluechip,Bluechip,0,Bluechip,
