CO_CODE,CO_NAME,[ISIN_No,Current_Live_Rating,Current_Live_Restricted,As_per_new_Rules,As_per_new_Rules_-_Restricted,New_Rules_Rating_(ex_Symbol),New_Rules_Rating_(ex_Symbol)_Restricted,New_Rules_Rating_(ex_ADTO),New_Rules_Rating_(ex_ADTO)_Restricted,"New_Rules_Rating_(ex_Symbol,_ex_ADTO)",New_Rules_-_Quick_Rating,Poor_Reasons_Count,Percent_Funding,BSE_VAR_pct,NSE_VAR_pct,ANGEL_VAR_pct,Poor_Reasons,New_Rules_Restricted_Reason,Mcap,[Total_Shareholders_Funds_(Latest)],Revenue-_Latest_FY,Median6M_ADTO_in_Rs_crs,PET_Check,F-Score,Promoter_Pledge%,Impact_Cost,BSE_Series,NSE_Series,Aug_2025_ADTO_in_Rs_crs,Sep_2025_ADTO_in_Rs_crs,Oct_2025_ADTO_in_Rs_crs,Poor_Alz_Manual,Poor_Alz_Manual_Comments,Poor_to_Avg_Manual,Good_BC_to_Avg_Manual,Manual_Rating,BSE_symbol_downgrade?,NSE_symbol_downgrade?,Market_Cap/ISIN,Rating_v1_(as_per_rules),Restricted,Latest_3M_ADTO_above_thresh,All_Conditions_Met_(Except_Size)_+_50%_of_Average_Size_Criteria_Met,Meeting_Size_Criteria_Poor,Size_Exception_for_Poor_to_Average,"All_Conditions_of_Good_Met_(Except_""Good""_Size)",Size_Criteria_Average,Size_Exception_for_Average_to_Good,All_conditions_met_Except_ADTO,Size_Criteria_for_ADTO_Upgrade,ADTO_>_0.5_Cr,ADTO_Upgrade_(Poor_to_Average),ADTO_Wipsaw_Upgrade,Rating_v2_(V1_wo_adj_for_whipsaw),Rating_v2_(V1_adj_for_whipsaw),Last_Trading_Date?,Not_traded?,MTF_VAR_pct,As_per_old_Rules,As_per_old_Rules_-_Restricted
4453,Ram Ratna Wires,INE207E01023,Poor,-,Good,,Average,,Average,,Average,Average,0,,20.51,20.26,100,,,2902.04,483.34,3676.75,3.976468575,PET Good,F-Check Passed,0,0.22,B,EQ,4.864511325,3.503943888,2.005389588,,,,,Good,No,No,No,Average,,3,,,,Yes,2,Upgrade,,,,,,Good,Good,31/10/2025,No,0,Average,
4464,Caplin Point Lab,INE475E01026,Average,-,Good,,Good,,Good,,Good,Good,0,0.004734984,20.29,20.29,30,,,15453.94,2850.49,1937.47,23.87746395,PET Good,F-Check Passed,0,0.06,A,EQ,34.776157,23.873405,10.4851344,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,35,Good,
4465,Ecoplast,INE423D01010,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,4,,25,25,100,"Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,179.64,74.34,126.59,0.080269828,PET Good,F-Check Passed,0,,X,,0.096101406,0.054882519,0.061298738,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4466,BITS,INE839A01021,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,100,100,100,"Shareholders Fund , ADTO in Cr , Rev , PET Check , BSE symbol downgrade",ADTO in Cr,189.07,20.24,1.13,0.106853863,,F-Check Passed,0,,XT,,0.104365388,0.0925125,0.63551325,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4468,Elegant Marbles,INE095B01010,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,25,25,100,"Mcap , ADTO in Cr , Rev , F-Score , BSE symbol downgrade",ADTO in Cr,81,145.24,28.53,0.014234463,PET Good,,0,,X,,0.014565167,0.011521368,0.00571627,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4469,Onward Technolog,INE229A01017,Average,-,Poor,,Poor,,Average,,Average,Average,1,0.001870895,23.87,25,30,ADTO in Cr,,691.7,224.31,491.32,2.130818025,PET Good,F-Check Passed,0,0.22,B,EQ,0.453986594,0.656883888,2.77787585,,,,,Poor,No,No,No,Poor,,1,No,3,,,,,Yes,1,Yes,,,Poor,Poor,31/10/2025,No,39,Average,
4471,RLF,INE629C01014,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,32.18,32.19,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,8.29,27.61,1.08,0.003347103,PET Good,F-Check Passed,0,,X,,0.001785881,0.001881255,0.003641195,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4472,Astra Microwave,INE386C01029,Average,-,Good,,Good,,Good,,Good,Good,0,0.022943614,21.17,21.17,30,,,9901.81,1098.47,1051.18,70.0450732,PET Good,F-Check Passed,0,0.07,A,EQ,38.171149,66.1002196,77.1535364,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,35.21,Good,
4473,DJS Stock,INE234E01027,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,8,,25,25,100,"Mcap , Shareholders Fund , ADTO in Cr , Promoter Pledge% , Rev , PET Check , F-Score , BSE symbol downgrade",ADTO in Cr,18.41,6.51,0.96,0.009960955,,,75.01,,X,,0.009218981,0.009117573,0.010971171,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4476,Sambhaav Media,INE699B01027,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,4,1.20E-07,28.55,28.56,100,"Shareholders Fund , ADTO in Cr , Impact Cost , Rev",ADTO in Cr,177.54,83.7,41.87,0.054345009,PET Good,F-Check Passed,0,2.31,B,EQ,0.05192759,0.045321143,0.495273763,,,,,Poor,No,No,No,Poor,Restricted,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4479,Shilp Gravures,INE960A01017,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,4,,26.55,26.55,100,"Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,147.6,99.12,91.52,0.073780025,PET Good,F-Check Passed,0,,X,,0.046869972,0.180658575,0.054518656,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4481,Adarsh Plant,INE627D01016,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,100,100,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , F-Score , BSE symbol downgrade",ADTO in Cr,33.01,0.35,17.5,0.004120186,PET Good,,0,,X,,0.003280929,0.004513886,0.042056134,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4488,Centum Electron,INE320B01020,Poor,-,Average,,Average,,Average,,Average,Average,0,,27.23,27.22,100,,,3679.66,405.23,1155.42,11.3951218,PET Good,F-Check Passed,0,0.19,B,EQ,19.8654656,12.3338755,10.4563681,,,,,Average,No,No,No,Average,,3,,,,Yes,1,,,,,,,Average,Average,31/10/2025,No,0,Average,
4491,Decipher Labs,INE643N01012,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,7,,25,25,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , F-Score , BSE symbol downgrade",ADTO in Cr,9.47,22.86,22.61,0.006994538,,,0,,X,,0.005035929,0.008435459,0.005795114,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4497,Alfa Transformer,INE209C01015,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,23.85,23.84,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , BSE symbol downgrade",ADTO in Cr,50.45,23.04,50.21,0.144812632,,F-Check Passed,0,,X,,0.184826913,0.066966581,0.082144269,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4498,Antarctica,INE414B01021,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,25.22,25.32,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check",ADTO in Cr,16.12,15.96,25.05,0.030534527,,F-Check Passed,0,,B,EQ,0.031270669,0.019785305,0.021645452,,,,,Poor,No,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4503,Omega Interactiv,INE113B01029,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,7,,100,100,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , F-Score , BSE symbol downgrade",ADTO in Cr,51.67,22.26,0.02,0.031845156,,,0,,XT,,0.010124334,0.065220081,0.066875031,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4505,Tatia Global,INE083G01031,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,6.77E-08,25,25,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , BSE symbol downgrade",ADTO in Cr,42,31.29,12.71,0.026684535,,F-Check Passed,0,,X,,0.026512744,0.023174327,0.026856325,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4506,Jayaswal Neco,INE854B01010,Poor,-,Poor,,Poor,,Poor,,Poor,Good,1,,31.13,31.13,100,Promoter Pledge%,,7546.6,2375.57,5999.73,124.2612968,PET Good,F-Check Passed,99.9,0.35,B,EQ,495.514208,160.0247632,88.4978304,,,,,Poor,No,No,No,Poor,,3,No,3,,,,,No,3,Yes,,,Poor,Poor,31/10/2025,No,0,Good,
4509,NHC Foods,INE141C01036,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,5,,25,25,100,"Mcap , Shareholders Fund , ADTO in Cr , PET Check , BSE symbol downgrade",,65.8,82.46,347.88,0.2713745,,F-Check Passed,0,,X,,0.38847025,0.254129875,0.1649735,,,,,Poor,Yes,No,No,Poor,,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4510,NACL Industries,INE295D01020,Poor,-,Poor,,Average,,Poor,,Average,Average,3,,100,100,100,"F-Score , NSE symbol downgrade , BSE symbol downgrade",,4124.94,427.06,1234.52,7.2128691,PET Good,,0,0.44,T,BE,10.1641466,6.034846,5.5696858,,,,,Poor,Yes,Yes,No,Poor,,3,No,3,,,,,No,3,Yes,,,Poor,Poor,31/10/2025,No,0,Average,
4511,HCP Plastene,INE136C01044,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,3,,27.4,27.45,100,"Shareholders Fund , ADTO in Cr , BSE symbol downgrade",ADTO in Cr,174.59,49.51,294.56,0.084346029,PET Good,F-Check Passed,0,,X,,0.095703113,0.038480456,0.072988944,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4517,White Organic,INE146C01019,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,25,25,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,17.85,57.53,19.63,0.014143348,PET Good,F-Check Passed,0,,X,,0.017345109,0.019028931,0.014590795,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4518,Kalpataru Proj.,INE220B01022,Good,-,Good,,Good,,Good,,Good,Good,0,0.036292994,17.61,17.64,17.64,,,21460.99,6513.33,22315.78,33.44422795,PET Good,F-Check Passed,24.57,0.05,A,EQ,72.306454,23.7065995,20.6696848,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,31.67,Good,
4519,Regent Enterp.,INE769D01016,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,27.33,27.33,100,"Mcap , Shareholders Fund , ADTO in Cr , PET Check , BSE symbol downgrade",ADTO in Cr,20.24,39.68,749.25,0.020623623,,F-Check Passed,0,,X,,0.027248847,0.021182255,0.088474431,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,1,,,,,No,1,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4523,NTC Industries,INE920C01017,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,3,,25,25,100,"ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,262.21,102.61,42.13,0.094126104,PET Good,F-Check Passed,0,,X,,0.268895075,0.126646363,0.047240491,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Average,
4524,Orbit Exports,INE231G01010,Poor,-,Poor,,Poor,,Poor,,Poor,Average,2,,27.03,27.03,100,"ADTO in Cr , Impact Cost",,585.23,273.33,217.78,0.468408901,PET Good,F-Check Passed,0,1.42,B,EQ,0.16655475,0.122536647,2.452772975,,,,,Poor,No,No,No,Poor,,1,No,2,,,,,No,1,No,,,Poor,Poor,31/10/2025,No,0,Average,
4525,Sunil Industries,INE124M01015,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,100,100,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade","BSE Symbol , ADTO in Cr",36.12,49.24,171.84,0.002275763,PET Good,F-Check Passed,0,,P,,0.013879967,0.002344883,0.001413263,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4526,Nicco Parks,INE653C01022,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,3,,25,25,100,"ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,465.66,107.19,75.02,0.029544214,PET Good,F-Check Passed,0,,X,,0.028634575,0.149363288,0.021385247,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,1,,,,,No,1,No,,,Poor,Poor,31/10/2025,No,0,Average,
4528,Dugar Housing,INE919M01026,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,100,100,100,"Shareholders Fund , ADTO in Cr , Rev , PET Check , F-Score , BSE symbol downgrade",ADTO in Cr,308.07,-0.87,0.3,0.000218087,,,0,,XT,,0.00026799,0.001364573,0.00097293,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,1,,,,,No,1,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4529,Sugal & Damani,INE309D01011,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,31.56,31.56,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,62.72,25.89,25.92,0.016437719,PET Good,F-Check Passed,0,,X,,0.013318247,0.006129536,0.034307966,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4530,Nettlinx,INE027D01019,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,28,28,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,54.42,62.41,33.52,0.064572591,PET Good,F-Check Passed,0.62,,X,,0.042157856,0.134951863,0.062321194,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4532,BGIL Films & Tec,INE443D01018,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,7,,100,100,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , F-Score , BSE symbol downgrade",ADTO in Cr,26.65,19.14,0.27,0.021143825,,,16.82,,XT,,0.018915619,0.023372031,0.029974172,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4536,Emmessar Biotech,INE634B01016,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,100,100,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,15.52,7.71,0.61,0.0054471,PET Good,F-Check Passed,0,,XT,,0.005692286,0.054255425,0.004843624,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4537,Sandesh,INE583B01015,Poor,-,Poor,Restricted,Poor,,Average,,Average,Average,1,,20.16,20.16,100,ADTO in Cr,ADTO in Cr,881.91,1353.1,294.18,0.151753789,PET Good,F-Check Passed,0,0.58,B,EQ,1.42475715,0.15464097,0.096532008,,,,,Poor,No,No,No,Poor,Restricted,1,No,2,,,,,Yes,2,No,,,Poor,Poor,31/10/2025,No,0,Good,
4544,Garnet Construct,INE797D01017,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,4,,27.49,27.49,100,"Mcap , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,94.77,102.89,16.09,0.067239738,PET Good,F-Check Passed,0,,X,,0.073408369,0.061071106,0.27002175,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4545,Goldiam Intl.,INE025B01025,Average,-,Average,,Average,,Average,,Average,Average,0,0.0303871,26.91,26.89,30,,,4051.49,740.06,780.98,22.71930305,PET Good,F-Check Passed,0,0.11,A,EQ,43.268076,36.1868832,11.35111125,,,,,Average,No,No,No,Average,,3,,,,Yes,1,,,,,,,Average,Average,31/10/2025,No,40.95,Good,
4546,Bright Brothers,INE630D01010,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,3,,26.1,26.1,100,"Shareholders Fund , ADTO in Cr , BSE symbol downgrade",,186.13,76.35,335.86,0.2216049,PET Good,F-Check Passed,0,0.94,X,EQ,0.261202425,0.193552675,0.095961625,,,,,Poor,Yes,No,No,Poor,,0,No,2,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4547,Starlog Enterp.,INE580C01019,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,28.28,28.28,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , BSE symbol downgrade",ADTO in Cr,78.62,60.63,13.81,0.027448639,,F-Check Passed,0,,X,EQ,0.028520944,0.031211153,0.031949038,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4549,Scan Steels,INE099G01011,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Average,2,,25,25,100,"ADTO in Cr , BSE symbol downgrade",ADTO in Cr,257.38,402.92,965.41,0.117530269,PET Good,F-Check Passed,0,,X,,0.080378431,0.1289711,0.44739145,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,3,,,,,No,2,No,,,Poor,Poor,31/10/2025,No,0,Average,
4551,MFS Intercorp,INE614F01019,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,7,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , F-Score , BSE symbol downgrade",ADTO in Cr,6.14,1.13,0.29,0.006718881,,,0,,X,,0.008708358,0.001722611,0.009279463,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4552,PVP Ventures,INE362A01016,Poor,Restricted,Poor,,Poor,,Poor,,Poor,Poor,5,,100,100,100,"ADTO in Cr , Rev , PET Check , NSE symbol downgrade , BSE symbol downgrade",,899.43,229.53,8.47,0.60040595,,F-Check Passed,0,0.53,T,BE,0.396945119,4.848515,1.492379963,,,,,Poor,Yes,Yes,No,Poor,,2,No,2,,,,,No,1,Yes,,,Poor,Poor,31/10/2025,No,0,Poor,
4553,NMS Global,INE169F01014,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,25.35,25.35,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,27.12,1.54,18.5,0.080572396,PET Good,F-Check Passed,0,,X,,0.012872491,0.045637703,0.160217425,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4555,Adcon Capital,INE805Q01028,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,5.16E-06,25.59,25.6,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,18.45,34,3.24,0.053796274,PET Good,F-Check Passed,0,,X,,0.046174984,0.038534478,0.3593394,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4557,Uniroyal Ind,INE980D01019,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,29.24,29.8,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,17.36,19.91,113.84,0.005075495,PET Good,F-Check Passed,0,,X,,0.001581986,0.00515752,0.005805982,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,30/10/2025,No,0,Poor,
4558,NGL Fine Chem,INE887E01022,Poor,-,Poor,,Poor,,Poor,,Poor,Average,2,,25,25,100,"ADTO in Cr , Impact Cost",,928.92,282.44,368.26,0.40386542,PET Good,F-Check Passed,0,1.03,B,EQ,0.42419415,0.409731395,0.397999444,,,,,Poor,No,No,No,Poor,,0,No,3,,,,,No,1,No,,,Poor,Poor,31/10/2025,No,0,Average,
4564,Nidhi Granites,INE276H01013,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,4,,100,100,100,"Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,352.72,14.88,47.29,0.040581336,PET Good,F-Check Passed,40.26,,XT,,0.051198781,0.029332709,0.029963891,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,1,,,,,No,1,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4569,Hindustan Agrig.,INE092301014,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,26.69,26.69,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , BSE symbol downgrade",ADTO in Cr,26.16,12.02,0.08,0.035362822,,F-Check Passed,0,,X,,0.038947894,0.038240009,0.012740766,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4573,Sh. Karthik Pap.,INE538D01015,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,25,25,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,16.63,2.62,57.8,0.005955057,PET Good,F-Check Passed,0,,X,,0.006138495,0.004552109,0.003606367,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4575,Narmada Gelatine,INE869A01010,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,4,,15.75,15.75,100,"ADTO in Cr , Impact Cost , Rev , BSE symbol downgrade",ADTO in Cr,208.29,108.94,181.8,0.087861663,PET Good,F-Check Passed,0,1.07,X,EQ,0.051485338,0.145709463,0.042608819,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Average,
4579,P. H. Capital,INE160F01013,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,25,25,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , BSE symbol downgrade",ADTO in Cr,55.5,54.21,185.51,0.043310145,,F-Check Passed,0,,X,,0.079190106,0.018571836,0.042749084,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4580,GIC Housing Fin,INE289B01019,Good,-,Average,,Poor,,Good,,Good,Good,1,0.021881122,16.09,16.03,16.09,ADTO in Cr,,940.49,1964.84,1079.21,2.311762403,PET Good,F-Check Passed,0,0.14,B,EQ,1.490346031,1.386980919,0.987753088,,,,,Average,No,No,No,Poor,,0,No,3,,,,,Yes,3,Yes,Upgrade,Yes,Average,Average,31/10/2025,No,30.05,Good,
4583,PG Foils,INE078D01012,Poor,-,Poor,,Poor,,Poor,,Poor,Average,2,,21.2,21.21,100,"ADTO in Cr , BSE symbol downgrade",,262.03,337.85,491.9,0.270971738,PET Good,F-Check Passed,0,,X,,0.221402875,0.189433263,0.28160735,,,,,Poor,Yes,No,No,Poor,,0,No,3,,,,,No,1,No,,,Poor,Poor,31/10/2025,No,0,Average,
4584,Trigyn Techno.,INE948A01012,Poor,-,Poor,,Poor,,Poor,,Average,Average,3,,100,100,100,"ADTO in Cr , NSE symbol downgrade , BSE symbol downgrade",,236.96,741.06,898.05,0.39231997,PET Good,F-Check Passed,0,0.37,T,BE,0.222800772,1.6499058,0.21870836,,,,,Poor,Yes,Yes,No,Poor,,1,No,3,,,,,No,2,No,,,Poor,Poor,31/10/2025,No,0,Average,
4585,Simran Farms,INE354D01017,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,4,,25,25,100,"Mcap , Shareholders Fund , ADTO in Cr , BSE symbol downgrade",ADTO in Cr,63.03,40.75,834.41,0.045938783,PET Good,F-Check Passed,0,,X,,0.030150681,0.051285403,0.040592163,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,1,,,,,No,1,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4588,Assoc.Alcohols,INE073G01016,Poor,-,Good,,Good,,Good,,Good,Good,0,,24.31,24.31,100,,,2309.39,520.24,1075.32,6.4884961,PET Good,F-Check Passed,0,0.15,B,EQ,3.901487325,3.579076075,30.0669026,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,0,Good,
4589,Ajcon Global,INE759C01027,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,34.27,34.27,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,55.54,25.14,16.79,0.012391547,PET Good,F-Check Passed,0,,X,,0.011254366,0.013528727,0.010960934,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4590,Charter. Capital,INE953B01010,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,4,,100,100,100,"ADTO in Cr , Rev , PET Check , BSE symbol downgrade",ADTO in Cr,106.28,167.65,11.55,0.006593003,,F-Check Passed,0,,XT,,0.019599228,0.007213945,0.035796209,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,1,,,,,No,0,No,,,Poor,Poor,30/10/2025,No,0,Poor,
4591,S I Paper Mills,INE088G01014,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Average,3,,100,100,100,"ADTO in Cr , Impact Cost , BSE symbol downgrade",ADTO in Cr,151.01,211.18,369.31,0.086044394,PET Good,F-Check Passed,0,2.17,XT,EQ,0.097362131,0.074726656,0.206506063,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,3,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Average,
