CO_CODE,CO_NAME,[ISIN_No,Current_Live_Rating,Current_Live_Restricted,As_per_new_Rules,As_per_new_Rules_-_Restricted,New_Rules_Rating_(ex_Symbol),New_Rules_Rating_(ex_Symbol)_Restricted,New_Rules_Rating_(ex_ADTO),New_Rules_Rating_(ex_ADTO)_Restricted,"New_Rules_Rating_(ex_Symbol,_ex_ADTO)",New_Rules_-_Quick_Rating,Poor_Reasons_Count,Percent_Funding,BSE_VAR_pct,NSE_VAR_pct,ANGEL_VAR_pct,Poor_Reasons,New_Rules_Restricted_Reason,Mcap,[Total_Shareholders_Funds_(Latest)],Revenue-_Latest_FY,Median6M_ADTO_in_Rs_crs,PET_Check,F-Score,Promoter_Pledge%,Impact_Cost,BSE_Series,NSE_Series,Aug_2025_ADTO_in_Rs_crs,Sep_2025_ADTO_in_Rs_crs,Oct_2025_ADTO_in_Rs_crs,Poor_Alz_Manual,Poor_Alz_Manual_Comments,Poor_to_Avg_Manual,Good_BC_to_Avg_Manual,Manual_Rating,BSE_symbol_downgrade?,NSE_symbol_downgrade?,Market_Cap/ISIN,Rating_v1_(as_per_rules),Restricted,Latest_3M_ADTO_above_thresh,All_Conditions_Met_(Except_Size)_+_50%_of_Average_Size_Criteria_Met,Meeting_Size_Criteria_Poor,Size_Exception_for_Poor_to_Average,"All_Conditions_of_Good_Met_(Except_""Good""_Size)",Size_Criteria_Average,Size_Exception_for_Average_to_Good,All_conditions_met_Except_ADTO,Size_Criteria_for_ADTO_Upgrade,ADTO_>_0.5_Cr,ADTO_Upgrade_(Poor_to_Average),ADTO_Wipsaw_Upgrade,Rating_v2_(V1_wo_adj_for_whipsaw),Rating_v2_(V1_adj_for_whipsaw),Last_Trading_Date?,Not_traded?,MTF_VAR_pct,As_per_old_Rules,As_per_old_Rules_-_Restricted
93255,Lakshya Powertec,INE0VZS01015,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,,53.5,53.5,100,"Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",,130.69,95.31,160.1,0.275481425,PET Good,F-Check Passed,0,,,SM,0.106794475,0.161142725,0.22441485,,,,,Poor,No,Yes,No,Poor,,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93258,Sahasra Electro.,INE0RBQ01018,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,3,,53.5,53.5,100,"Rev , PET Check , NSE symbol downgrade",,649.56,221.31,96.38,1.2804742,,F-Check Passed,0,,,SM,1.2012024,2.581625,1.359746,,,,,Poor,No,Yes,No,Poor,,3,No,2,,,,,No,1,Yes,,,Poor,Poor,31/10/2025,No,0,Poor,
93269,Nxt-Infra Trust,INE0SF023016,Poor,-,Poor,,Poor,,Poor,,Poor,Average,3,,78.5,78.5,100,"PET Check , F-Score , Not traded",,2855.7,2867.77,288.63,2.002,,,0,,,IV,2.002,2.002,2.002,,,,,Poor,No,No,No,Poor,,3,No,2,,,,,No,2,Yes,,,Poor,Poor,11/7/2025,Yes,0,Poor,
93271,Sagility,INE0W2G01015,Average,-,Average,,Average,,Average,,Average,Good,0,0.104763824,18.17,18.25,30,,,24600.38,8336.05,5569.92,168.774594,,F-Check Passed,0,0.2,B,EQ,197.5110496,140.0381384,329.9796592,,,,,Average,No,No,No,Average,,3,,,,No,3,,,,,,,Average,Average,31/10/2025,No,35,Good,
93274,Siemens Ener.Ind,INE1NPP01017,Average,-,Poor,,Poor,,Poor,,Poor,Good,0,0.044835239,12.5,12.5,30,,,113426.16,3781.9,2653.4,223.7714512,PET Good,F-Check Passed,0,,B,EQ,233.3308672,214.2120352,127.9145744,,,,,Poor,No,No,No,Poor,,3,No,3,,,,,No,3,Yes,,,Poor,Poor,31/10/2025,No,35,Good,
93279,Excellent Wires,INE0Y4801011,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade , Not traded",ADTO in Cr,19.49,3.97,15.41,0.017963111,PET Good,F-Check Passed,0,,,SM,0.017574222,0.015485091,0.014639273,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,29/10/2025,Yes,0,Poor,Restricted
93280,S D Retail,INE0X6F01017,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,4,,53.5,53.5,100,"Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",ADTO in Cr,202.2,41.8,162.56,0.145321144,PET Good,F-Check Passed,0,,,SM,0.26799,0.13020955,0.093464725,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93281,Pelatro,INE0VG601013,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,,53.5,53.5,100,"Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",,368.79,79.45,85.77,0.23999375,PET Good,F-Check Passed,0,,,SM,0.153608325,0.4057135,0.154526213,,,,,Poor,No,Yes,No,Poor,,0,No,1,,,,,No,1,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93282,Divyadhan Recy.,INE0QYI01019,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",ADTO in Cr,55.22,8.53,57.34,0.060698694,PET Good,F-Check Passed,0,,,SM,0.029588666,0.040133847,0.0904635,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93283,Forge Auto,INE0YKW01013,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,3,,53.5,53.5,100,"Shareholders Fund , ADTO in Cr , NSE symbol downgrade",ADTO in Cr,146.33,58.23,209.89,0.105283932,PET Good,F-Check Passed,0,,,SM,0.098598,0.29198685,0.098294,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,30/10/2025,No,0,Poor,
93284,H.M. Electro,INE0DZD01015,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , BSE symbol downgrade",ADTO in Cr,79.54,65.46,121.67,0.172920938,,F-Check Passed,0,,M,,0.135968963,0.126443125,0.137973563,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93287,CapitalNumbers,INE0WXM01011,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,3,,53.5,53.5,100,"ADTO in Cr , Rev , BSE symbol downgrade",,275.17,156.89,99.73,0.345357375,PET Good,F-Check Passed,0,,M,,0.319049525,0.230723825,0.172408663,,,,,Poor,Yes,No,No,Poor,,0,No,2,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Average,
93288,Supertech EV,INE0SC101013,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,48.38,16.8,75.1,0.056871619,PET Good,F-Check Passed,0,,M,,0.092928288,0.058172725,0.055570513,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93289,My Mudra Fin.,INE0RVQ01016,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,,100,100,100,"Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",,102.53,53.41,80.67,0.200632125,PET Good,F-Check Passed,0,,,ST,0.113797713,0.5915122,0.1209492,,,,,Poor,No,Yes,No,Poor,,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93290,Abha Power,INE0UYG01015,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,100,100,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",ADTO in Cr,70.35,50.84,70.18,0.055750869,PET Good,F-Check Passed,0,,,ST,0.213499425,0.050417525,0.061084213,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93327,Usha Financial,INE0LS001014,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,3,,53.5,53.5,100,"ADTO in Cr , Rev , NSE symbol downgrade",ADTO in Cr,199.55,211.15,60.52,0.1201395,PET Good,F-Check Passed,0,,,SM,0.1274402,0.0720036,0.1128388,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,2,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93328,Nacdac Infra.,INE0LB101011,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,100,100,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,37.36,24.3,48.58,0.099730569,PET Good,F-Check Passed,0,,MT,,0.05436565,0.321849325,0.114807338,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,30/10/2025,No,0,Poor,
93330,ATC Energies,INE0V0Q01019,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,,53.5,53.5,100,"Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",,110.91,89.15,51.32,0.617861625,PET Good,F-Check Passed,0,,,SM,0.41868485,0.60693925,0.321389725,,,,,Poor,No,Yes,No,Poor,,0,No,0,,,,,No,0,Yes,,,Poor,Poor,31/10/2025,No,0,Poor,
93335,S A Tech Soft.,INE0BSN01013,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , NSE symbol downgrade",ADTO in Cr,68.81,39.65,99.5,0.077897566,,F-Check Passed,0,,,SM,0.0667465,0.075422956,0.057649763,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93339,Paramount Dye,INE0TG801013,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,7,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , F-Score , NSE symbol downgrade",ADTO in Cr,36.8,30.32,23.51,0.042327474,,,0,,,SM,0.025490142,0.050292947,0.098202631,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93341,Subam Papers,INE0U6201010,Poor,-,Poor,,Poor,,Poor,,Poor,Average,2,,100,100,100,"ADTO in Cr , BSE symbol downgrade",,347.51,320.05,539.17,0.566575688,PET Good,F-Check Passed,0,,MT,,0.9427456,0.74502745,0.9991699,,,,,Poor,Yes,No,No,Poor,,0,No,3,,,,,No,2,Yes,,,Poor,Poor,31/10/2025,No,0,Average,
93342,Mach Conferences,INE0UYT01018,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Average,2,,53.5,53.5,100,"ADTO in Cr , BSE symbol downgrade",ADTO in Cr,239.82,108.96,235.75,0.172372151,PET Good,F-Check Passed,0,,M,,0.112012863,0.135684813,0.177135863,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Average,
93343,Sat Kartar,INE0NB801022,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,,53.5,53.5,100,"Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",,306.71,51.5,162.92,0.53983875,PET Good,F-Check Passed,0,,,SM,0.3437904,0.175939625,0.64463335,,,,,Poor,No,Yes,No,Poor,,0,No,1,,,,,No,1,Yes,,,Poor,Poor,31/10/2025,No,0,Poor,
93344,Rappid Valves,INE0MVO01012,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,,53.5,53.5,100,"Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",,169.99,12.22,36.51,0.336887713,PET Good,F-Check Passed,0,,,SM,0.32471415,0.349061275,0.479176,,,,,Poor,No,Yes,No,Poor,,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93345,Rosmerta Digital,INE0X7H01029,,,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,,,,"Shareholders Fund , ADTO in Cr , Rev , Market Cap/ISIN , Not traded",ADTO in Cr,,12.21,84.19,0,PET Good,F-Check Passed,0,,,,0,0,0,,,,,Poor,No,No,Yes,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,1/1/2000,Yes,,Poor,
93346,Identixweb,INE0PA401012,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,72.03,19.52,9.09,0.150367357,PET Good,F-Check Passed,0,,M,,0.100386931,0.081810144,0.396794325,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93347,Shiv Texchem,INE0YRO01015,Poor,-,Poor,,Poor,,Poor,,Poor,Average,3,,53.5,53.5,100,"ADTO in Cr , PET Check , BSE symbol downgrade",,353.38,332.84,2201.62,0.594048075,,F-Check Passed,0,,M,,0.5181855,0.4171969,1.4054272,,,,,Poor,Yes,No,No,Poor,,1,No,3,,,,,No,3,Yes,,,Poor,Poor,31/10/2025,No,0,Average,
93379,NIS Management,INE0M3X01010,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Average,3,,53.5,53.5,100,"ADTO in Cr , PET Check , BSE symbol downgrade",ADTO in Cr,174.24,152.28,402.17,0,,F-Check Passed,0,,M,,0,1.2949046,0.73563295,,,,,Poor,Yes,No,No,Poor,Restricted,1,No,3,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93453,Nexxus Petro,INE0QUL01011,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , PET Check , BSE symbol downgrade , Not traded",ADTO in Cr,79.89,32.27,304.93,0.056510025,,F-Check Passed,0,,M,,0.043685078,0.04347,0.052961,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,1,,,,,No,0,No,,,Poor,Poor,28/10/2025,Yes,0,Poor,
93472,Delta Auto.,INE0XRN01019,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",ADTO in Cr,88.68,73.06,83.19,0.163173144,PET Good,F-Check Passed,0,,,SM,0.1674831,0.158863188,0.125834288,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93473,Standard Glass,INE0M4D01010,Average,-,Average,,Average,,Average,,Average,Average,0,0.003144821,18.38,18.46,30,,,3638.73,706.8,613.66,6.088893125,PET Good,F-Check Passed,0,0.1,B,EQ,4.39582875,7.7819575,4.339479175,,,,,Average,No,No,No,Average,,3,,,,Yes,1,,,,,,,Average,Average,31/10/2025,No,35,Good,
93474,Swasth Foodtech,INE0TIR01017,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , BSE symbol downgrade",ADTO in Cr,18.92,22.36,168.64,0.021337481,,F-Check Passed,0,,M,,0.015556933,0.042962116,0.012320682,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93475,Rajputana Bio.,INE0VHU01019,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,,53.5,53.5,100,"Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",,180.76,40.83,67.31,0.215625938,PET Good,F-Check Passed,0,,,SM,0.239892625,0.19135925,0.102662856,,,,,Poor,No,Yes,No,Poor,,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93476,Freshara Agro,INE0SFW01015,Poor,-,Poor,,Poor,,Poor,,Poor,Average,2,,53.5,53.5,100,"ADTO in Cr , NSE symbol downgrade",,373.4,127.67,250.64,1.18696415,PET Good,F-Check Passed,0,,,SM,0.852376,0.66012575,0.413331425,,,,,Poor,No,Yes,No,Poor,,0,No,1,,,,,No,1,Yes,,,Poor,Poor,31/10/2025,No,0,Poor,
93477,Senores Pharma.,INE0RB801010,Average,-,Good,,Average,,Average,,Average,Average,0,0.013542374,19.06,19.19,30,,,3545.21,786.18,398.25,18.37671635,PET Good,F-Check Passed,0,0.09,B,EQ,26.6873036,18.1746356,17.91321525,,,,,Good,No,No,No,Average,,3,,,,Yes,2,Upgrade,,,,,,Good,Good,31/10/2025,No,35,Average,
93479,OBSC Perfection,INE0YHV01011,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,2,,53.5,53.5,100,"Rev , NSE symbol downgrade",,762.67,103.99,142.79,1.4547523,PET Good,F-Check Passed,0,,,SM,1.142804,1.7667006,1.0928859,,,,,Poor,No,Yes,No,Poor,,3,No,1,,,,,No,1,Yes,,,Poor,Poor,31/10/2025,No,0,Average,
93480,Premium Plast,INE0M1F01011,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",ADTO in Cr,67.51,53.41,63.75,0.05812456,PET Good,F-Check Passed,0,,,SM,0.02771875,0.070718825,0.037962188,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93482,Toss The Coin,INE0XAY01012,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,58.21,12.98,8.65,0.090038157,PET Good,F-Check Passed,0,,M,,0.074527781,0.10029425,0.084921963,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
93501,MITCON Cons. PP,IN9828O01015,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,100,100,100,"ADTO in Cr , PET Check , F-Score , Market Cap/ISIN , Not traded",ADTO in Cr,,,,0.015386567,,,,,,E1,0.015386567,0.015386567,0.015386567,,,,,Poor,No,No,Yes,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,,Yes,0,Poor,
93505,Hamps Bio,INE0QBD01018,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,100,100,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,22.64,8.8,6.67,0.027778511,PET Good,F-Check Passed,0,,MT,,0.025879222,0.023435,0.021000236,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93506,PDP Shipping,INE0ABU01016,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,20.67,18.94,21.82,0.035442111,PET Good,F-Check Passed,0,,M,,0.027665866,0.061935825,0.026346888,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93507,CLN Energy,INE0WDX01010,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,3,,100,100,100,"Shareholders Fund , ADTO in Cr , BSE symbol downgrade",,588.87,94.49,219.18,0.6260315,PET Good,F-Check Passed,0,,MT,,0.4036602,0.63829515,0.20099415,,,,,Poor,Yes,No,No,Poor,,0,No,1,,,,,No,1,Yes,,,Poor,Poor,31/10/2025,No,0,Poor,
93509,Nisus Finance,INE0DQN01013,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,2,,53.5,53.5,100,"Rev , BSE symbol downgrade",,853.88,160.73,65.62,2.5146447,PET Good,F-Check Passed,0,,M,,2.660253,1.6230643,1.0625355,,,,,Poor,Yes,No,No,Poor,,3,No,2,,,,,No,1,Yes,,,Poor,Poor,31/10/2025,No,0,Average,
93511,Cash UR Drive,INE0WL201014,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,,53.5,53.5,100,"Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",,245.28,55.98,139.32,0.238202775,PET Good,F-Check Passed,0,,,SM,4.0417804,1.0600918,0.47640555,,,,,Poor,No,Yes,No,Poor,,2,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93578,Mahalaxmi Fab.,INE0US801024,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,25.57,25.56,100,"Mcap , Shareholders Fund , ADTO in Cr , Impact Cost , Rev",ADTO in Cr,32.22,97.86,152.53,0.048929671,PET Good,F-Check Passed,0,3.59,B,EQ,0.009404662,0.271193331,0.054041177,,,,,Poor,No,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93579,B.R.Goyal Infra.,INE00ST01011,Poor,-,Poor,,Poor,,Poor,,Poor,Average,2,,53.5,53.5,100,"ADTO in Cr , BSE symbol downgrade",,326.4,228.93,509.8,0.542373688,PET Good,F-Check Passed,0,,M,,0.986224,0.270401,0.096976669,,,,,Poor,Yes,No,No,Poor,,0,No,3,,,,,No,1,Yes,,,Poor,Poor,31/10/2025,No,0,Average,
93582,Divine Hira Jew.,INE0NA501011,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,,100,100,100,"Shareholders Fund , ADTO in Cr , PET Check , NSE symbol downgrade",,145.48,43.43,358.81,0.212327013,,F-Check Passed,0,,,ST,0.30246515,0.44123055,0.45628265,,,,,Poor,No,Yes,No,Poor,,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
93583,Royal Arc Ele.,INE0EO401019,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,4,,53.5,53.5,100,"Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",ADTO in Cr,177.6,42.27,100.1,0.093153819,PET Good,F-Check Passed,0,,,SM,0.092941638,0.135983338,0.0755984,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93585,Onyx Biotec,INE0WVU01018,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",ADTO in Cr,70.72,26.18,10.53,0.122174525,PET Good,F-Check Passed,0,,,SM,0.221815875,0.189867063,0.078563681,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93587,Rajesh Power,INE0VN801010,Poor,-,Poor,,Poor,,Poor,,Poor,Average,1,,53.5,53.5,100,BSE symbol downgrade,,2702.55,263.47,1107.44,10.5460244,PET Good,F-Check Passed,0,,M,,11.2224264,8.8378984,5.4464272,,,,,Poor,Yes,No,No,Poor,,3,No,3,,,,,No,2,Yes,,,Poor,Poor,31/10/2025,No,0,Average,
93589,Arisinfra Solu.,INE0H9P01028,Average,-,Poor,,Poor,,Poor,,Poor,Average,1,0.004454721,14.5,14.5,30,PET Check,,1326.36,231.16,767.67,17.8086797,,F-Check Passed,0,,B,EQ,7.0844036,20.3377826,18.4651136,,,,,Poor,No,No,No,Poor,,3,No,3,,,,,No,2,Yes,,,Poor,Poor,31/10/2025,No,35,Poor,
93610,Fabtech Techn.,INE0HSD01011,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,,53.5,53.5,100,"Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",,412.82,94.4,150.03,0.477996,PET Good,F-Check Passed,0,,M,,0.1807586,0.401864725,0.6365362,,,,,Poor,Yes,No,No,Poor,,0,No,1,,,,,No,1,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93613,Capital Infra,INE0Z8Z23013,Average,-,Poor,,Poor,,Poor,,Poor,Poor,3,1.50E-05,12.5,12.5,30,"Rev , PET Check , F-Score",,2105.16,2303.53,159.06,1.461065079,,,0,0.2,IF,IV,3.763146275,1.175481663,1.052346331,,,,,Poor,No,No,No,Poor,,3,No,2,,,,,No,2,Yes,,,Poor,Poor,31/10/2025,No,35,Poor,
93629,TruAlt Bioenergy,INE0MWH01014,Average,-,Poor,Restricted,Poor,,Poor,,Poor,Good,1,0.000806674,25,25,30,ADTO in Cr,ADTO in Cr,3837,769,1907.72,0,PET Good,F-Check Passed,0,,B,EQ,0,0,85.5330992,,,,,Poor,No,No,No,Poor,Restricted,1,No,3,,,,,No,3,No,,,Poor,Poor,31/10/2025,No,0,Good,
93630,L.K.Mehta Poly.,INE0FFF01017,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,19.35,10.89,18.97,0.017240873,PET Good,F-Check Passed,0,,M,,0.0139136,0.0182704,0.015651428,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
93631,Unimech Aero.,INE0U3I01011,Average,-,Average,,Average,,Average,,Average,Average,0,0.00178704,18,18.09,30,,,5142.9,668.91,242.93,7.822320125,PET Good,F-Check Passed,0,0.12,B,EQ,3.54348675,9.6051948,6.03944545,,,,,Average,No,No,No,Average,,3,,,,Yes,1,,,,,,,Average,Average,31/10/2025,No,35,Good,
93633,Purple United,INE0P5R01014,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,,100,100,100,"Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",,553.72,60.53,103.13,0.642431425,PET Good,F-Check Passed,0,,,ST,0.6661719,0.64103975,0.70622325,,,,,Poor,No,Yes,No,Poor,,0,No,1,,,,,No,1,Yes,,,Poor,Poor,31/10/2025,No,0,Poor,
93634,Dhanlaxmi Crop,INE0V9V01010,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",ADTO in Cr,66.62,45.94,129.3,0.06060576,PET Good,F-Check Passed,0,,,SM,0.068912631,0.043634547,0.052298888,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93635,Landmark Global,INE12QA01010,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,4,,53.5,53.5,100,"Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,109.17,84,37.58,0.131219432,PET Good,F-Check Passed,0,,M,,0.1090515,0.14201905,0.08685415,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
93636,Rapid Fleet,INE0QX901013,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,4,,53.5,53.5,100,"Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade",ADTO in Cr,148.88,69.13,172.44,0.134798307,PET Good,F-Check Passed,0,,,SM,0.024634125,0.0334107,0.0985735,,,,,Poor,No,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
